authIdHal_s,authFirstName_s,authLastName_s,authQuality_s,halId_s,title_s,docType_s,publicationDateY_i,publicationDate_s,doiId_s,acronym_s,affiliation_ref
4352-0,Franck,Mamalet,aut,hal-04610647,DP-SGD Without Clipping: The Lipschitz Neural Network Way,COMM,2024,2024-05-07,,INSERM,417643
30290-9877,Aurélien,Bellet,aut,hal-04610647,DP-SGD Without Clipping: The Lipschitz Neural Network Way,COMM,2024,2024-05-07,,INSERM,1114331
11610-740736,Mathieu,Serrurier,aut,hal-04610647,DP-SGD Without Clipping: The Lipschitz Neural Network Way,COMM,2024,2024-05-07,,INSERM,392282
42023-0,David,Vigouroux,aut,hal-04610647,DP-SGD Without Clipping: The Lipschitz Neural Network Way,COMM,2024,2024-05-07,,INSERM,417643
1045412-986023,Corentin,Friedrich,aut,hal-04610647,DP-SGD Without Clipping: The Lipschitz Neural Network Way,COMM,2024,2024-05-07,,INSERM,417643
46035-177445,Stéphanie,Chevalier,aut,hal-04629083,"BoNesis: a Python-based declarative environment for the verification, reprogramming, and synthesis of Most Permissive Boolean networks",COMM,2024,2024-09-16,10.1007/978-3-031-71671-3_6,CNRS,1062146
46035-177445,Stéphanie,Chevalier,aut,hal-04629083,"BoNesis: a Python-based declarative environment for the verification, reprogramming, and synthesis of Most Permissive Boolean networks",COMM,2024,2024-09-16,10.1007/978-3-031-71671-3_6,CNRS,1212202
2316376-0,Déborah,Boyenval,aut,hal-04629083,"BoNesis: a Python-based declarative environment for the verification, reprogramming, and synthesis of Most Permissive Boolean networks",COMM,2024,2024-09-16,10.1007/978-3-031-71671-3_6,CNRS,3102
3184986-0,Gustavo,Magaña-López,aut,hal-04629083,"BoNesis: a Python-based declarative environment for the verification, reprogramming, and synthesis of Most Permissive Boolean networks",COMM,2024,2024-09-16,10.1007/978-3-031-71671-3_6,CNRS,3102
2531739-0,Théo,Roncalli,aut,hal-04629083,"BoNesis: a Python-based declarative environment for the verification, reprogramming, and synthesis of Most Permissive Boolean networks",COMM,2024,2024-09-16,10.1007/978-3-031-71671-3_6,CNRS,3102
47690-0,Athénaïs,Vaginay,aut,hal-04629083,"BoNesis: a Python-based declarative environment for the verification, reprogramming, and synthesis of Most Permissive Boolean networks",COMM,2024,2024-09-16,10.1007/978-3-031-71671-3_6,CNRS,510106
19288-1861,Loïc,Paulevé,aut,hal-04629083,"BoNesis: a Python-based declarative environment for the verification, reprogramming, and synthesis of Most Permissive Boolean networks",COMM,2024,2024-09-16,10.1007/978-3-031-71671-3_6,CNRS,3102
46035-177445,Stéphanie,Chevalier,aut,hal-04629083,"BoNesis: a Python-based declarative environment for the verification, reprogramming, and synthesis of Most Permissive Boolean networks",COMM,2024,2024-09-16,10.1007/978-3-031-71671-3_6,CNRS,1062146
46035-177445,Stéphanie,Chevalier,aut,hal-04629083,"BoNesis: a Python-based declarative environment for the verification, reprogramming, and synthesis of Most Permissive Boolean networks",COMM,2024,2024-09-16,10.1007/978-3-031-71671-3_6,CNRS,1212202
2316376-0,Déborah,Boyenval,aut,hal-04629083,"BoNesis: a Python-based declarative environment for the verification, reprogramming, and synthesis of Most Permissive Boolean networks",COMM,2024,2024-09-16,10.1007/978-3-031-71671-3_6,CNRS,3102
3184986-0,Gustavo,Magaña-López,aut,hal-04629083,"BoNesis: a Python-based declarative environment for the verification, reprogramming, and synthesis of Most Permissive Boolean networks",COMM,2024,2024-09-16,10.1007/978-3-031-71671-3_6,CNRS,3102
2531739-0,Théo,Roncalli,aut,hal-04629083,"BoNesis: a Python-based declarative environment for the verification, reprogramming, and synthesis of Most Permissive Boolean networks",COMM,2024,2024-09-16,10.1007/978-3-031-71671-3_6,CNRS,3102
47690-0,Athénaïs,Vaginay,aut,hal-04629083,"BoNesis: a Python-based declarative environment for the verification, reprogramming, and synthesis of Most Permissive Boolean networks",COMM,2024,2024-09-16,10.1007/978-3-031-71671-3_6,CNRS,510106
19288-1861,Loïc,Paulevé,aut,hal-04629083,"BoNesis: a Python-based declarative environment for the verification, reprogramming, and synthesis of Most Permissive Boolean networks",COMM,2024,2024-09-16,10.1007/978-3-031-71671-3_6,CNRS,3102
2727915-1227579,Clémence,Sebe,aut,hal-04623033,Extraction d’entités nommées décrivant des chaînes de traitement bioinformatiques dans des articles scientifiques en anglais,COMM,2024,2024-07-08,,CEA,1061259
2727915-1227579,Clémence,Sebe,aut,hal-04623033,Extraction d’entités nommées décrivant des chaînes de traitement bioinformatiques dans des articles scientifiques en anglais,COMM,2024,2024-07-08,,CEA,1065372
11783-15627,Sarah,Cohen-Boulakia,aut,hal-04623033,Extraction d’entités nommées décrivant des chaînes de traitement bioinformatiques dans des articles scientifiques en anglais,COMM,2024,2024-07-08,,CEA,1061259
11783-15627,Sarah,Cohen-Boulakia,aut,hal-04623033,Extraction d’entités nommées décrivant des chaînes de traitement bioinformatiques dans des articles scientifiques en anglais,COMM,2024,2024-07-08,,CEA,1062146
22591-14770,Olivier,Ferret,aut,hal-04623033,Extraction d’entités nommées décrivant des chaînes de traitement bioinformatiques dans des articles scientifiques en anglais,COMM,2024,2024-07-08,,CEA,241319
22591-14770,Olivier,Ferret,aut,hal-04623033,Extraction d’entités nommées décrivant des chaînes de traitement bioinformatiques dans des articles scientifiques en anglais,COMM,2024,2024-07-08,,CEA,1182544
6298-20620,Aurélie,Névéol,aut,hal-04623033,Extraction d’entités nommées décrivant des chaînes de traitement bioinformatiques dans des articles scientifiques en anglais,COMM,2024,2024-07-08,,CEA,1065372
6298-20620,Aurélie,Névéol,aut,hal-04623033,Extraction d’entités nommées décrivant des chaînes de traitement bioinformatiques dans des articles scientifiques en anglais,COMM,2024,2024-07-08,,CEA,1061259
2727915-1227579,Clémence,Sebe,aut,hal-04623033,Extraction d’entités nommées décrivant des chaînes de traitement bioinformatiques dans des articles scientifiques en anglais,COMM,2024,2024-07-08,,CEA,1061259
2727915-1227579,Clémence,Sebe,aut,hal-04623033,Extraction d’entités nommées décrivant des chaînes de traitement bioinformatiques dans des articles scientifiques en anglais,COMM,2024,2024-07-08,,CEA,1065372
11783-15627,Sarah,Cohen-Boulakia,aut,hal-04623033,Extraction d’entités nommées décrivant des chaînes de traitement bioinformatiques dans des articles scientifiques en anglais,COMM,2024,2024-07-08,,CEA,1061259
11783-15627,Sarah,Cohen-Boulakia,aut,hal-04623033,Extraction d’entités nommées décrivant des chaînes de traitement bioinformatiques dans des articles scientifiques en anglais,COMM,2024,2024-07-08,,CEA,1062146
22591-14770,Olivier,Ferret,aut,hal-04623033,Extraction d’entités nommées décrivant des chaînes de traitement bioinformatiques dans des articles scientifiques en anglais,COMM,2024,2024-07-08,,CEA,241319
22591-14770,Olivier,Ferret,aut,hal-04623033,Extraction d’entités nommées décrivant des chaînes de traitement bioinformatiques dans des articles scientifiques en anglais,COMM,2024,2024-07-08,,CEA,1182544
6298-20620,Aurélie,Névéol,aut,hal-04623033,Extraction d’entités nommées décrivant des chaînes de traitement bioinformatiques dans des articles scientifiques en anglais,COMM,2024,2024-07-08,,CEA,1065372
6298-20620,Aurélie,Névéol,aut,hal-04623033,Extraction d’entités nommées décrivant des chaînes de traitement bioinformatiques dans des articles scientifiques en anglais,COMM,2024,2024-07-08,,CEA,1061259
2856674-1268355,Colleen,Beaumard,aut,hal-04623082,Automatic Schwa Spotting in French. Application to Pathological Sleepiness Detection,COMM,2024,2024-07-08,,CNRS,3102
2856674-1268355,Colleen,Beaumard,aut,hal-04623082,Automatic Schwa Spotting in French. Application to Pathological Sleepiness Detection,COMM,2024,2024-07-08,,CNRS,241835
44862-21887,Vincent,P. Martin,aut,hal-04623082,Automatic Schwa Spotting in French. Application to Pathological Sleepiness Detection,COMM,2024,2024-07-08,,CNRS,493939
2539611-741045,Yaru,Wu,aut,hal-04623082,Automatic Schwa Spotting in French. Application to Pathological Sleepiness Detection,COMM,2024,2024-07-08,,CNRS,1089189
14084-3265,Jean-Luc,Rouas,aut,hal-04623082,Automatic Schwa Spotting in French. Application to Pathological Sleepiness Detection,COMM,2024,2024-07-08,,CNRS,3102
384177-0,Pierre,Philip,aut,hal-04623082,Automatic Schwa Spotting in French. Application to Pathological Sleepiness Detection,COMM,2024,2024-07-08,,CNRS,408207
384177-0,Pierre,Philip,aut,hal-04623082,Automatic Schwa Spotting in French. Application to Pathological Sleepiness Detection,COMM,2024,2024-07-08,,CNRS,241835
2856674-1268355,Colleen,Beaumard,aut,hal-04623082,Automatic Schwa Spotting in French. Application to Pathological Sleepiness Detection,COMM,2024,2024-07-08,,CNRS,3102
2856674-1268355,Colleen,Beaumard,aut,hal-04623082,Automatic Schwa Spotting in French. Application to Pathological Sleepiness Detection,COMM,2024,2024-07-08,,CNRS,241835
44862-21887,Vincent,P. Martin,aut,hal-04623082,Automatic Schwa Spotting in French. Application to Pathological Sleepiness Detection,COMM,2024,2024-07-08,,CNRS,493939
2539611-741045,Yaru,Wu,aut,hal-04623082,Automatic Schwa Spotting in French. Application to Pathological Sleepiness Detection,COMM,2024,2024-07-08,,CNRS,1089189
14084-3265,Jean-Luc,Rouas,aut,hal-04623082,Automatic Schwa Spotting in French. Application to Pathological Sleepiness Detection,COMM,2024,2024-07-08,,CNRS,3102
384177-0,Pierre,Philip,aut,hal-04623082,Automatic Schwa Spotting in French. Application to Pathological Sleepiness Detection,COMM,2024,2024-07-08,,CNRS,408207
384177-0,Pierre,Philip,aut,hal-04623082,Automatic Schwa Spotting in French. Application to Pathological Sleepiness Detection,COMM,2024,2024-07-08,,CNRS,241835
44862-21887,Vincent,P. Martin,aut,hal-04623093,Is automatic phoneme recognition suitable for spontaneous speech analysis ?,COMM,2024,2024-07-08,,CNRS,493939
2856674-1268355,Colleen,Beaumard,aut,hal-04623093,Is automatic phoneme recognition suitable for spontaneous speech analysis ?,COMM,2024,2024-07-08,,CNRS,3102
2856674-1268355,Colleen,Beaumard,aut,hal-04623093,Is automatic phoneme recognition suitable for spontaneous speech analysis ?,COMM,2024,2024-07-08,,CNRS,241835
3181218-0,Charles,Brazier,aut,hal-04623093,Is automatic phoneme recognition suitable for spontaneous speech analysis ?,COMM,2024,2024-07-08,,CNRS,3102
14084-3265,Jean-Luc,Rouas,aut,hal-04623093,Is automatic phoneme recognition suitable for spontaneous speech analysis ?,COMM,2024,2024-07-08,,CNRS,3102
2539611-741045,Yaru,Wu,aut,hal-04623093,Is automatic phoneme recognition suitable for spontaneous speech analysis ?,COMM,2024,2024-07-08,,CNRS,1089189
44862-21887,Vincent,P. Martin,aut,hal-04623093,Is automatic phoneme recognition suitable for spontaneous speech analysis ?,COMM,2024,2024-07-08,,CNRS,493939
2856674-1268355,Colleen,Beaumard,aut,hal-04623093,Is automatic phoneme recognition suitable for spontaneous speech analysis ?,COMM,2024,2024-07-08,,CNRS,3102
2856674-1268355,Colleen,Beaumard,aut,hal-04623093,Is automatic phoneme recognition suitable for spontaneous speech analysis ?,COMM,2024,2024-07-08,,CNRS,241835
3181218-0,Charles,Brazier,aut,hal-04623093,Is automatic phoneme recognition suitable for spontaneous speech analysis ?,COMM,2024,2024-07-08,,CNRS,3102
14084-3265,Jean-Luc,Rouas,aut,hal-04623093,Is automatic phoneme recognition suitable for spontaneous speech analysis ?,COMM,2024,2024-07-08,,CNRS,3102
2539611-741045,Yaru,Wu,aut,hal-04623093,Is automatic phoneme recognition suitable for spontaneous speech analysis ?,COMM,2024,2024-07-08,,CNRS,1089189
1082271-1398075,Himanshu,Aggarwal,crp,hal-04636523,Across-subject ensemble-learning alleviates the need for large samples for fMRI decoding,COMM,2024,2024-10-06,,CEA,1124248
640629-1398076,Liza,Al-Shikhley,aut,hal-04636523,Across-subject ensemble-learning alleviates the need for large samples for fMRI decoding,COMM,2024,2024-10-06,,CEA,1124248
142896-833469,Bertrand,Thirion,aut,hal-04636523,Across-subject ensemble-learning alleviates the need for large samples for fMRI decoding,COMM,2024,2024-10-06,,CEA,1124248
1082271-1398075,Himanshu,Aggarwal,crp,hal-04636523,Across-subject ensemble-learning alleviates the need for large samples for fMRI decoding,COMM,2024,2024-10-06,,CEA,1124248
640629-1398076,Liza,Al-Shikhley,aut,hal-04636523,Across-subject ensemble-learning alleviates the need for large samples for fMRI decoding,COMM,2024,2024-10-06,,CEA,1124248
142896-833469,Bertrand,Thirion,aut,hal-04636523,Across-subject ensemble-learning alleviates the need for large samples for fMRI decoding,COMM,2024,2024-10-06,,CEA,1124248
9370-12116,Sébastien,Benzekry,crp,hal-04647230,Predicting Survival in Patients with Advanced NSCLC Treated with Atezolizumab Using Pre‐ and on‐Treatment Prognostic Biomarkers,ART,2024,2024-07-12,10.1002/cpt.3371,INSERM,1071285
9370-12116,Sébastien,Benzekry,crp,hal-04647230,Predicting Survival in Patients with Advanced NSCLC Treated with Atezolizumab Using Pre‐ and on‐Treatment Prognostic Biomarkers,ART,2024,2024-07-12,10.1002/cpt.3371,INSERM,179570
2361826-0,Mélanie,Karlsen,aut,hal-04647230,Predicting Survival in Patients with Advanced NSCLC Treated with Atezolizumab Using Pre‐ and on‐Treatment Prognostic Biomarkers,ART,2024,2024-07-12,10.1002/cpt.3371,INSERM,1071285
2361826-0,Mélanie,Karlsen,aut,hal-04647230,Predicting Survival in Patients with Advanced NSCLC Treated with Atezolizumab Using Pre‐ and on‐Treatment Prognostic Biomarkers,ART,2024,2024-07-12,10.1002/cpt.3371,INSERM,179570
2568443-1213115,Célestin,Bigarré,aut,hal-04647230,Predicting Survival in Patients with Advanced NSCLC Treated with Atezolizumab Using Pre‐ and on‐Treatment Prognostic Biomarkers,ART,2024,2024-07-12,10.1002/cpt.3371,INSERM,1071285
2568443-1213115,Célestin,Bigarré,aut,hal-04647230,Predicting Survival in Patients with Advanced NSCLC Treated with Atezolizumab Using Pre‐ and on‐Treatment Prognostic Biomarkers,ART,2024,2024-07-12,10.1002/cpt.3371,INSERM,179570
1353528-0,Abdessamad El,Kaoutari,aut,hal-04647230,Predicting Survival in Patients with Advanced NSCLC Treated with Atezolizumab Using Pre‐ and on‐Treatment Prognostic Biomarkers,ART,2024,2024-07-12,10.1002/cpt.3371,INSERM,1071285
1353528-0,Abdessamad El,Kaoutari,aut,hal-04647230,Predicting Survival in Patients with Advanced NSCLC Treated with Atezolizumab Using Pre‐ and on‐Treatment Prognostic Biomarkers,ART,2024,2024-07-12,10.1002/cpt.3371,INSERM,179570
226340-0,Bruno,Gomes,aut,hal-04647230,Predicting Survival in Patients with Advanced NSCLC Treated with Atezolizumab Using Pre‐ and on‐Treatment Prognostic Biomarkers,ART,2024,2024-07-12,10.1002/cpt.3371,INSERM,247959
311492-0,Martin,Stern,aut,hal-04647230,Predicting Survival in Patients with Advanced NSCLC Treated with Atezolizumab Using Pre‐ and on‐Treatment Prognostic Biomarkers,ART,2024,2024-07-12,10.1002/cpt.3371,INSERM,1184857
3004766-0,Ales,Neubert,aut,hal-04647230,Predicting Survival in Patients with Advanced NSCLC Treated with Atezolizumab Using Pre‐ and on‐Treatment Prognostic Biomarkers,ART,2024,2024-07-12,10.1002/cpt.3371,INSERM,1184859
1566668-0,René,Bruno,aut,hal-04647230,Predicting Survival in Patients with Advanced NSCLC Treated with Atezolizumab Using Pre‐ and on‐Treatment Prognostic Biomarkers,ART,2024,2024-07-12,10.1002/cpt.3371,INSERM,98288
154968-1393207,François,Mercier,aut,hal-04647230,Predicting Survival in Patients with Advanced NSCLC Treated with Atezolizumab Using Pre‐ and on‐Treatment Prognostic Biomarkers,ART,2024,2024-07-12,10.1002/cpt.3371,INSERM,322997
2684120-0,Suresh,Vatakuti,aut,hal-04647230,Predicting Survival in Patients with Advanced NSCLC Treated with Atezolizumab Using Pre‐ and on‐Treatment Prognostic Biomarkers,ART,2024,2024-07-12,10.1002/cpt.3371,INSERM,247959
2684121-0,Peter,Curle,aut,hal-04647230,Predicting Survival in Patients with Advanced NSCLC Treated with Atezolizumab Using Pre‐ and on‐Treatment Prognostic Biomarkers,ART,2024,2024-07-12,10.1002/cpt.3371,INSERM,1184865
1989714-1401708,Candice,Jamois,aut,hal-04647230,Predicting Survival in Patients with Advanced NSCLC Treated with Atezolizumab Using Pre‐ and on‐Treatment Prognostic Biomarkers,ART,2024,2024-07-12,10.1002/cpt.3371,INSERM,247959
9370-12116,Sébastien,Benzekry,crp,hal-04647230,Predicting Survival in Patients with Advanced NSCLC Treated with Atezolizumab Using Pre‐ and on‐Treatment Prognostic Biomarkers,ART,2024,2024-07-12,10.1002/cpt.3371,INSERM,1071285
9370-12116,Sébastien,Benzekry,crp,hal-04647230,Predicting Survival in Patients with Advanced NSCLC Treated with Atezolizumab Using Pre‐ and on‐Treatment Prognostic Biomarkers,ART,2024,2024-07-12,10.1002/cpt.3371,INSERM,179570
2361826-0,Mélanie,Karlsen,aut,hal-04647230,Predicting Survival in Patients with Advanced NSCLC Treated with Atezolizumab Using Pre‐ and on‐Treatment Prognostic Biomarkers,ART,2024,2024-07-12,10.1002/cpt.3371,INSERM,1071285
2361826-0,Mélanie,Karlsen,aut,hal-04647230,Predicting Survival in Patients with Advanced NSCLC Treated with Atezolizumab Using Pre‐ and on‐Treatment Prognostic Biomarkers,ART,2024,2024-07-12,10.1002/cpt.3371,INSERM,179570
2568443-1213115,Célestin,Bigarré,aut,hal-04647230,Predicting Survival in Patients with Advanced NSCLC Treated with Atezolizumab Using Pre‐ and on‐Treatment Prognostic Biomarkers,ART,2024,2024-07-12,10.1002/cpt.3371,INSERM,1071285
